x	GeneID
LINC02085	152225
AC106712.1	0
ZPLD1	131368
AC108748.1	0
ALCAM	214
CBLB	868
LINC00882	100302640
DUBR	344595
AC063944.1	0
AC063944.3	0
CCDC54	84692
LINC01990	101929607
BBX	56987
LINC00635	151658
LINC00636	285205
CD47	961
LINC01215	101929623
IFT57	55081
HHLA2	11148
MYH15	22989
CIP2A	57650
DZIP3	9666
RETNLB	84666
TRAT1	50852
GUCA1C	9626
MORC1	27136
MORC1-AS1	100506506
C3orf85	401081
AC063923.2	0
LINC00488	677779
DPPA2	151871
DPPA4	55211
LINC01205	401082
AC078980.1	0
AC117430.1	0
AC117402.1	0
NECTIN3-AS1	100506555
NECTIN3	25945
CD96	10225
AC092916.1	0
ZBED2	79413
PLCXD2	257068
PLCXD2-AS1	100874115
PHLDB2	90102
ABHD10	55347
TAGLN3	29114
TMPRSS7	344805
C3orf52	79669
GCSAM	257144
AC128688.2	0
SLC9C1	285335
AC112487.1	0
CD200	4345
AC092894.1	0
BTLA	151888
ATG3	64422
SLC35A5	55032
CCDC80	151887
LINC02042	101929694
CD200R1L	344807
CD200R1	131450
AC074044.1	0
GTPBP8	29083
NEPRO	25871
AC078785.1	0
AC078785.2	0
LINC02044	101929717
BOC	91653
CFAP44	55779
CFAP44-AS1	100874029
SPICE1	152185
SIDT1	54847
SIDT1-AS1	0
USF3	205717
NAA50	80218
AC108693.2	0
ATP6V1A	523
GRAMD1C	54762
AC128687.2	0
ZDHHC23	254887
CCDC191	57577
QTRT2	79691
DRD3	1814
AC093010.2	0
ZNF80	7634
TIGIT	201633
ZBTB20	26137
ZBTB20-AS1	100131117
ZBTB20-AS5	101929754
ZBTB20-AS2	0
ZBTB20-AS3	104413890
ZBTB20-AS4	100874131
AC046136.1	0
GAP43	2596
LSAMP	4045
LSAMP-AS1	101926903
LINC00903	100861506
TUSC7	285194
LINC00901	100506724
AC092691.1	0
LINC02024	105374057
AC092691.3	0
AC068633.1	0
IGSF11	152404
IGSF11-AS1	100506765
C3orf30	152405
AC083800.1	0
UPK1B	7348
B4GALT4	8702
B4GALT4-AS1	100874201
ARHGAP31	57514
ARHGAP31-AS1	100874246
TMEM39A	55254
POGLUT1	56983
AC073352.1	0
TIMMDC1	51300
CD80	941
AC073352.2	0
ADPRH	141
PLA1A	51365
POPDC2	64091
COX17	10063
MAATS1	89876
AC069444.1	0
NR1I2	8856
GSK3B	2932
AC092910.3	0
GPR156	165829
LRRC58	116064
AC063952.4	0
FSTL1	11167
NDUFB4	4710
HGD	3081
RABL3	285282
GTF2E1	2960
LINC02049	101926983
STXBP5L	9515
POLQ	10721
ARGFX	503582
FBXO40	51725
HCLS1	3059
GOLGB1	2804
IQCB1	9657
EAF2	55840
SLC15A2	6565
ILDR1	286676
CD86	942
CASR	846
CSTA	1475
CCDC58	131076
FAM162A	26355
WDR5B	54554
AC083798.2	0
KPNA1	3836
PARP9	83666
DTX3L	151636
PARP15	165631
PARP14	54625
HSPBAP1	79663
DIRC2	84925
LINC02035	100129550
SEMA5B	54437
PDIA5	10954
SEC22A	26984
AC112503.2	0
ADCY5	111
AC112503.1	0
HACD2	201562
MYLK-AS1	100506826
MYLK	4638
MYLK-AS2	100873940
AC020634.1	0
CCDC14	64770
ROPN1	54763
KALRN	8997
UMPS	7372
ITGB5	3693
ITGB5-AS1	0
MUC13	56667
HEG1	57493
SLC12A8	84561
ZNF148	7707
SNX4	8723
OSBPL11	114885
AC092902.3	0
AC092903.2	0
ALG1L	200810
ROPN1B	152015
SLC41A3	54946
AC117422.1	0
AC079848.1	0
ALDH1L1	10840
ALDH1L1-AS1	100874204
ALDH1L1-AS2	100862662
AC016924.1	0
AC063919.1	0
KLF15	28999
CCDC37-DT	100506907
CFAP100	348807
ZXDC	79364
UROC1	131669
CHST13	166012
C3orf22	152065
TXNRD3NB	645840
TXNRD3NB.1	0
TXNRD3	114112
CHCHD6	84303
PLXNA1	5361
C3orf56	285311
LINC02016	101927123
LINC01471	101927149
AC016968.1	0
LINC02034	107986125
AC084035.1	0
TPRA1	131601
MCM2	4171
PODXL2	50512
ABTB1	80325
MGLL	11343
KBTBD12	166348
SEC61A1	29927
RUVBL1	8607
RUVBL1-AS1	100874089
EEFSEC	60678
DNAJB8	165721
DNAJB8-AS1	285224
GATA2	2624
GATA2-AS1	101927167
LINC01565	23434
RPN1	6184
RAB7A	7879
AC112484.3	0
AC112484.1	0
ACAD9	28976
KIAA1257	57501
EFCC1	79825
GP9	2815
RAB43	339122
ISY1-RAB43	100534599
AC108673.2	0
ISY1	57461
AC108673.3	0
CNBP	7555
COPG1	22820
HMCES	56941
H1FX	8971
H1FX-AS1	339942
EFCAB12	90288
MBD4	8930
IFT122	55764
RHO	6010
H1FOO	132243
PLXND1	23129
TMCC1	23023
TMCC1-AS1	100507032
AC083906.3	0
TRH	7200
ALG1L2	644974
LINC02014	105374105
LINC02021	105374104
COL6A5	256076
COL6A6	131873
PIK3R4	30849
ATP2C1	27032
AC055733.2	0
ASTE1	28990
NEK11	79858
AC116424.1	0
NUDT16	131870
MRPL3	11222
AC107027.1	0
CPNE4	131034
ACPP	55
DNAJC13	23317
ACAD11	84129
NPHP3-ACAD11	100532724
ACKR4	51554
UBA5	79876
NPHP3	27031
NPHP3-AS1	348808
AC079942.1	0
TMEM108	66000
TMEM108-AS1	101927455
BFSP2	8419
BFSP2-AS1	85003
AC022296.3	0
CDV3	55573
TOPBP1	11073
TF	7018
SRPRB	58477
RAB6B	51560
C3orf36	80111
SLCO2A1	6578
LINC02000	100507210
RYK	6259
LINC02004	105374119
AC010207.1	0
AMOTL2	51421
ANAPC13	25847
CEP63	80254
EPHB1	2047
KY	339855
PPP2R3A	5523
AC072039.2	0
MSL2	55167
PCCB	5096
STAG1	10274
AC117382.2	0
SLC35G2	80723
AC096992.2	0
NCK1-DT	101927597
NCK1	4690
IL20RB	53833
IL20RB-AS1	107986136
SOX14	8403
LINC01210	100507274
AC007159.1	0
CLDN18	51208
AC016252.1	0
DZIP1L	199221
A4GNT	51146
DBR1	51163
ARMC8	25852
NME9	347736
MRAS	22808
ESYT3	83850
CEP70	80321
FAIM	55179
PIK3CB	5291
LINC01391	103344930
FOXL2	668
FOXL2NB	401089
PRR23A	729627
MRPS22	56945
PRR23B	389151
PRR23C	389152
BPESC1	60467
PISRT1	140464
AC024933.1	0
COPB2	9276
AC097103.2	0
RBP2	5948
AC097103.1	0
RBP1	5947
NMNAT3	349565
AC110716.2	0
AC110716.1	0
AC016933.1	0
CLSTN2	64084
AC010181.1	0
AC010181.2	0
CLSTN2-AS1	101927808
TRIM42	287015
AC121333.1	0
SLC25A36	55186
SPSB4	92369
AC108727.2	0
PXYLP1	92370
AC117383.1	0
ZBTB38	253461
RASA2	5922
RNF7	9616
GRK7	131890
ATP1B3	483
ATP1B3-AS1	0
TFDP2	7029
GK5	256356
XRN1	54464
ATR	545
PLS1	5357
PLS1-AS1	0
TRPC1	7220
PCOLCE2	26577
AC021074.3	0
PAQR9	344838
PAQR9-AS1	101927832
U2SURP	23350
AC026304.1	0
AC018450.2	0
CHST2	9435
SLC9A9	285195
SLC9A9-AS1	100885796
SLC9A9-AS2	0
C3orf58	205428
AC055758.2	0
AC055758.1	0
AC107021.1	0
LNCSRLR	109729161
PLOD2	5352
PLSCR4	57088
PLSCR2	57047
PLSCR1	5359
PLSCR5	389158
PLSCR5-AS1	0
AC092957.1	0
LINC02010	101927866
ZIC4	84107
ZIC4-AS1	0
ZIC1	7545
AC092925.1	0
AC092958.1	0
LINC02032	100507461
AC092958.2	0
AC025566.1	0
LINC02045	105374146
LINC02046	105374149
AGTR1	185
CPB1	1360
AC092979.1	0
CPA3	1359
GYG1	2992
HLTF	6596
HLTF-AS1	100873945
HPS3	84343
CP	1356
AC093001.1	0
TM4SF18	116441
TM4SF1	4071
TM4SF1-AS1	100874091
AC108751.4	0
TM4SF4	7104
WWTR1	25937
WWTR1-AS1	100128025
COMMD2	51122
ANKUB1	389161
RNF13	11342
PFN2	5217
AC117395.1	0
AC117386.2	0
LINC01998	107986046
AC117386.1	0
LINC01213	101927992
LINC01214	101928022
TSC22D2	9819
SERP1	27230
EIF2A	83939
SELENOT	51714
ERICH6	131831
ERICH6-AS1	101928085
SIAH2	6478
SIAH2-AS1	0
CLRN1-AS1	116933
MINDY4B	646951
AC020636.2	0
AC020636.1	0
CLRN1	7401
MED12L	116931
GPR171	29909
P2RY14	9934
GPR87	53836
P2RY13	53829
P2RY12	64805
IGSF10	285313
LINC02066	105374158
AADACL2	344752
AADACL2-AS1	101928142
AADAC	13
SUCNR1	56670
AC108718.1	0
MBNL1	4154
MBNL1-AS1	401093
AC026347.1	0
AC092924.1	0
P2RY1	5028
AC117394.2	0
RAP2B	5912
AC078788.1	0
AC078788.2	0
LINC02083	107986147
C3orf79	152118
AC068985.1	0
ARHGEF26	26084
DHX36	170506
GPR149	344758
AC092994.1	0
AC073359.2	0
AC073359.1	0
MME	4311
MME-AS1	0
LINC01487	101928190
DWORF	100507537
AC104831.1	0
PLCH1	23007
PLCH1-AS1	0
PLCH1-AS2	100874036
C3orf33	285315
AC104472.3	0
SLC33A1	9197
GMPS	8833
KCNAB1	7881
KCNAB1-AS2	100874083
KCNAB1-AS1	100874084
AC084036.1	0
SSR3	6747
TIPARP-AS1	100287227
TIPARP	25976
LINC00886	730091
LEKR1	389170
LINC00880	339894
LINC02029	105374177
LINC00881	100498859
CCNL1	57018
AC104411.1	0
VEPH1	79674
PTX3	5806
PQLC2L	152078
AC079943.1	0
AC079943.2	0
SHOX2	6474
RSRC1	51319
AC106707.1	0
MLF1	4291
GFM1	85476
LXN	56925
AC080013.4	0
AC080013.6	0
RARRES1	5918
MFSD1	64747
AC080013.1	0
AC080013.5	0
IQCJ-SCHIP1	100505385
IQCJ	654502
IQCJ-SCHIP1-AS1	100874433
SCHIP1	29970
IL12A-AS1	101928376
IL12A	3592
LINC01100	730109
C3orf80	401097
AC079594.2	0
IFT80	57560
SMC4	10051
TRIM59	286827
KPNA4	3840
ARL14	80117
AC069224.1	0
PPM1L	151742
B3GALNT1	8706
NMD3	51068
SPTSSB	165679
LINC02067	101243545
AC112491.1	0
OTOL1	131149
AC131211.1	0
AC128685.1	0
LINC01192	647107
AC079910.1	0
LINC01323	0
LINC01324	104355289
SI	6476
LINC02023	101928405
SLITRK3	22865
LINC01322	103695433
BCHE	590
LINC01326	0
AC069439.2	0
ZBBX	79740
LINC01327	104310350
SERPINI2	5276
WDR49	151790
PDCD10	11235
SERPINI1	5274
AC026353.1	0
GOLIM4	27333
AC124893.1	0
LINC02082	100507661
AC092954.1	0
AC092954.2	0
LINC01997	105374201
MECOM	2122
AC074033.1	0
TERC	7012
ACTRT3	84517
AC078802.1	0
MYNN	55892
AC078795.1	0
LRRC34	151827
AC078795.3	0
AC078795.2	0
LRRIQ4	344657
LRRC31	79782
SAMD7	344658
AC008040.1	0
SEC62	7095
SEC62-AS1	0
GPR160	26996
PHC3	80012
AC008040.5	0
PRKCI	5584
AC073288.1	0
SKIL	6498
AC073288.2	0
CLDN11	5010
AC026316.5	0
SLC7A14	57709
AC026316.2	0
RPL22L1	200916
EIF5A2	56648
SLC2A2	6514
TNIK	23043
AC092919.1	0
PLD1	5337
TMEM212	389177
TMEM212-AS1	100874219
FNDC3B	64778
GHSR	2693
TNFSF10	8743
LINC02068	105374219
NCEH1	57552
ECT2	1894
SPATA16	83893
AC068759.1	0
NLGN1	22871
NLGN1-AS1	100874010
NAALADL2	254827
NAALADL2-AS2	100874244
NAALADL2-AS1	100874245
AC104640.1	0
LINC01208	100505547
AC092920.1	0
LINC01209	101928684
TBL1XR1	79718
TBL1XR1-AS1	0
LINC00501	100820709
AC117465.1	0
LINC00578	100505566
AC026355.2	0
AC026355.1	0
LINC02015	102724550
AC007953.1	0
AC007953.2	0
AC109779.1	0
KCNMB2	10242
AC117457.1	0
KCNMB2-AS1	104797538
ZMAT3	64393
AC076966.1	0
PIK3CA	5290
KCNMB3	27094
ZNF639	51193
AC007823.1	0
MFN1	55669
GNB4	59345
AC007620.2	0
AC007620.3	0
ACTL6A	86
AC090425.2	0
AC090425.1	0
MRPL47	57129
NDUFB5	4711
USP13	8975
PEX5L	51555
AC007687.1	0
PEX5L-AS1	0
PEX5L-AS2	101928790
LINC02053	100505609
AC125618.1	0
TTC14	151613
CCDC39	339829
CCDC39.1	0
CCDC39-AS1	0
AC108734.4	0
FXR1	8087
DNAJC19	131118
AC022294.1	0
AC125613.1	0
SOX2	6657
LINC01206	100996490
AC012081.1	0
AC084211.1	0
LINC01994	401103
LINC01995	105374244
LINC02031	102724617
AC083801.2	0
AC069431.1	0
ATP11B	23200
AC092953.2	0
DCUN1D1	54165
MCCC1	56922
MCCC1-AS1	0
LAMP3	27074
MCF2L2	23101
B3GNT5	84002
KLHL6	89857
KLHL6-AS1	100874019
KLHL24	54800
YEATS2	55689
YEATS2-AS1	100874113
AC131160.1	0
MAP6D1	79929
PARL	55486
ABCC5	10057
ABCC5-AS1	100873982
HTR3D	200909
HTR3C	170572
HTR3E-AS1	106478970
HTR3E	285242
AC131235.4	0
AC131235.3	0
EIF2B5	8893
DVL3	1857
AP2M1	1173
ABCF3	55324
VWA5B2	90113
ALG3	10195
EEF1AKMT4	110599564
EEF1AKMT4-ECE2	110599583
CAMK2N2	94032
ECE2	9718
PSMD2	5708
EIF4G1	1981
FAM131A	131408
CLCN2	1181
POLR2H	5437
THPO	7066
CHRD	8646
LINC02054	105374250
LINC01839	105374251
LINC01840	100874079
EPHB3	2049
MAGEF1	64110
AC107294.2	0
AC107294.3	0
AC107294.1	0
LINC02069	101928992
VPS8	23355
C3orf70	285382
EHHADH-AS1	339926
EHHADH	1962
MAP3K13	9175
TMEM41A	90407
LIPH	200879
SENP2	59343
IGF2BP2	10644
IGF2BP2-AS1	646600
TRA2B	6434
ETV5	2119
ETV5-AS1	0
DGKG	1608
LINC02020	107986164
LINC02052	253573
LINC02051	107986165
CRYGS	1427
TBCCD1	55171
DNAJB11	51726
AC068631.1	0
AC068631.2	0
AHSG	197
FETUB	26998
HRG	3273
KNG1	3827
AC112907.3	0
EIF4A2	1974
RFC4	5984
AC112907.1	0
LINC02043	102724699
ADIPOQ	9370
ADIPOQ-AS1	100874095
ST6GAL1	6480
RPL39L	116832
AC007920.1	0
RTP1	132112
MASP1	5648
AC007920.2	0
RTP4	64108
LINC02041	105374261
SST	6750
RTP2	344892
AC072022.1	0
BCL6	604
AC108681.1	0
AC068295.1	0
LINC01991	105374266
AC092941.1	0
AC092941.2	0
AC022498.1	0
LPP-AS2	339929
LPP	4026
LPP-AS1	100873917
TPRG1-AS1	100874043
TPRG1	285386
TPRG1-AS2	100874027
TP63	8626
P3H2	55214
P3H2-AS1	101929152
CLDN1	9076
CLDN16	10686
TMEM207	131920
IL1RAP	3556
AC108747.1	0
LINC02013	105374272
GMNC	647309
OSTN	344901
OSTN-AS1	106480738
UTS2B	257313
CCDC50	152137
AC073365.1	0
PYDC2	152138
AC026320.1	0
FGF12	2257
FGF12-AS1	100873986
FGF12-AS2	100873987
FGF12-AS3	0
MB21D2	151963
AC092966.1	0
HRASLS	57110
ATP13A5	344905
ATP13A5-AS1	100874218
ATP13A4	84239
ATP13A4-AS1	101929198
OPA1	4976
OPA1-AS1	100873941
LINC02038	105374285
LINC02026	647323
AC024559.1	0
AC024559.2	0
AC080129.1	0
AC080129.2	0
HES1	3280
LINC02036	100505920
LINC02037	101929337
LINC02048	105374289
LINC00887	100131551
CPN2	1370
LRRC15	131578
GP5	2814
ATP13A3	79572
LINC00884	401106
TMEM44-AS1	100507297
TMEM44	93109
AC046143.1	0
AC046143.2	0
LSG1	55341
FAM43A	131583
AC106706.1	0
LINC01968	100507391
LINC01972	105374293
AC090505.2	0
XXYLT1	152002
XXYLT1-AS1	100874528
XXYLT1-AS2	101410543
ACAP2	23527
PPP1R2	5504
AC069213.1	0
APOD	347
AC233280.1	0
MUC20-OT1	0
MUC20	200958
MUC4	4585
LINC01983	101929697
TNK2	10188
TNK2-AS1	100128262
AC124944.1	0
TFRC	7037
LINC00885	401109
ZDHHC19	131540
SLC51A	200931
PCYT1A	5130
AC069257.3	0
AC069257.1	0
TCTEX1D2	255758
TM4SF19-TCTEX1D2	100534611
TM4SF19-AS1	100874214
TM4SF19	116211
UBXN7	26043
UBXN7-AS1	100874034
RNF168	165918
AC117490.2	0
SMCO1	255798
WDR53	348793
FBXO45	200933
LINC01063	101929769
NRROS	375387
PIGX	54965
CEP19	84984
PAK2	5062
SENP5	205564
NCBP2	22916
NCBP2-AS1	100874001
NCBP2-AS2	152217
PIGZ	80235
MELTF	4241
MELTF-AS1	100507057
DLG1	1739
DLG1-AS1	100507086
AC128709.2	0
AC128709.1	0
AC128709.3	0
LINC02012	100129516
BDH1	622
AC024560.3	0
AC024560.1	0
RUBCN	9711
FYTTD1	84248
AC055764.2	0
LRCH3	84859
AC055764.1	0
IQCG	84223
RPL35A	6165
LMLN	89782
LMLN-AS1	100873947
ZNF595	152687
ZNF718	255403
ZNF732	654254
ZNF141	7700
AC092574.2	0
AC092574.1	0
ZNF721	170960
PIGG	54872
AC116565.1	0
AC116565.2	0
PDE6B	5158
AC107464.1	0
AC107464.3	0
ATP5ME	521
MYL5	4636
SLC49A3	84179
PCGF3	10336
AC107464.2	0
AC139887.4	0
AC139887.2	0
AC139887.1	0
CPLX1	10815
AC139887.3	0
GAK	2580
TMEM175	84286
DGKQ	1609
SLC26A1	10861
IDUA	3425
FGFRL1	53834
AC019103.1	0
RNF212	285498
AC092535.3	0
AC092535.1	0
SPON2	10417
AC092535.4	0
CTBP1-AS	285463
CTBP1	1487
CTBP1-DT	92070
MAEA	10296
UVSSA	57654
NKX1-1	54729
AC147067.2	0
AC147067.1	0
FAM53A	152877
SLBP	7884
AC016773.1	0
TMEM129	92305
TACC3	10460
FGFR3	2261
LETM1	3954
NSD2	7468
NELFA	7469
C4orf48	401115
NAT8L	339983
POLN	353497
AL136360.2	0
HAUS3	79441
MXD4	10608
ZFYVE28	57732
AL158068.2	0
CFAP99	402160
RNF4	6047
FAM193A	8603
TNIP2	79155
SH3BP2	6452
ADD1	118
MFSD10	10227
NOP14-AS1	317648
NOP14	8602
GRK4	2868
HTT-AS	100750326
HTT	3064
MSANTD1	345222
RGS12	6002
HGFAC	3083
DOK7	285489
LRPAP1	4043
AL590235.2	0
AL121796.1	0
LINC02171	100133461
AC141928.1	0
ADRA2C	152
OTOP1	133060
TMEM128	85013
LYAR	55646
ZBTB49	166793
AC105415.1	0
NSG1	27065
STX18	53407
STX18-AS1	100507266
LINC01396	103695434
MSX1	4487
CYTL1	54360
STK32B	55351
EVC2	132884
EVC	2121
CRMP1	1400
C4orf50	389197
JAKMIP1	152789
AC092442.1	0
AC113615.1	0
WFS1	7466
PPP2R2C	5522
MAN2B2	23324
MRFAP1	93621
LINC02482	105374366
AC093323.1	0
LINC002481	339988
S100P	6286
MRFAP1L1	114932
BLOC1S4	55330
KIAA0232	9778
TBC1D14	57533
AC097382.2	0
CCDC96	257236
TADA2B	93624
GRPEL1	80273
LINC02447	730971
SORCS2	57537
PSAPL1	768239
AFAP1-AS1	84740
AFAP1	60312
AC097381.1	0
ABLIM2	84448
AC097381.3	0
AC097381.2	0
SH3TC1	54436
HTRA3	94031
LINC02517	105374374
AC104825.1	0
ACOX3	8310
TRMT44	152992
AC105345.2	0
AC105345.1	0
GPR78	27201
CPZ	8532
AC209005.1	0
HMX1	3166
FAM90A26	100287045
USP17L10	100287144
USP17L11	100287178
USP17L12	100287205
USP17L13	100287238
USP17L15	100288520
USP17L17	100287327
USP17L18	100287364
USP17L19	100287404
USP17L20	100287441
USP17L21	100287478
USP17L22	100287513
USP17L23	0
USP17L24	728369
USP17L25	728373
USP17L26	728379
USP17L5	728386
USP17L27	728393
USP17L28	728400
USP17L29	728405
USP17L30	728419
DEFB131A	644414
SLC2A9	56606
DRD5	1816
AC108199.1	0
AC005674.1	0
WDR1	9948
ZNF518B	85460
CLNK	116449
AC084048.1	0
LINC02498	102723525
HS3ST1	9957
AC025539.1	0
AC005699.1	0
LINC02360	105374484
AC108037.1	0
LINC02270	101929019
AC007370.2	0
AC007370.1	0
RAB28	9364
LINC01097	285547
NKX3-2	579
LINC01096	285548
BOD1L1	259282
LINC01182	101929071
AC007126.1	0
AC073848.1	0
AC092546.1	0
AC006296.2	0
AC006296.1	0
LINC00504	201853
CPEB2-DT	441009
CPEB2	132864
AC098829.1	0
C1QTNF7	114905
AC099550.1	0
CC2D2A	57545
AC116651.1	0
FBXL5	26234
FAM200B	285550
BST1	683
CD38	952
FGFBP1	9982
FGFBP2	83888
PROM1	8842
TAPT1	202018
AC108063.1	0
TAPT1-AS1	202020
AC097515.1	0
LDB2	9079
AC106894.1	0
LINC02493	101929123
QDPR	5860
CLRN2	645104
LAP3	51056
AC006160.1	0
MED28	80306
FAM184B	27146
DCAF16	54876
NCAPG	64151
LCORL	254251
AC093871.1	0
LINC02438	107986264
AC024230.1	0
AC110767.1	0
SLIT2	9353
PACRGL	133015
KCNIP4	80333
AC097505.1	0
AC110296.1	0
AC096576.3	0
AC096576.2	0
KCNIP4-IT1	359822
AC096719.1	0
ADGRA3	166647
AC097512.1	0
AC114912.1	0
AC092440.1	0
AC093607.1	0
ERVH-1	0
PPARGC1A	10891
AC092834.1	0
DHX15	1665
LINC02473	107986266
SOD3	6649
CCDC149	91050
LGI2	55203
SEPSECS	51091
SEPSECS-AS1	285540
AC104662.2	0
AC104662.1	0
PI4K2B	55300
ZCCHC4	29063
ANAPC4	29945
AC092436.2	0
SLC34A2	10568
SEL1L3	23231
AC092436.4	0
SMIM20	389203
AC133961.1	0
LINC02357	105374540
RBPJ	3516
CCKAR	886
TBC1D19	55296
STIM2	57620
AC106047.1	0
AC024132.2	0
AC024132.1	0
LINC02261	101929199
AC024132.3	0
AC007106.1	0
AC109588.1	0
AC097480.1	0
LINC02364	102723764
AC068944.1	0
AC109349.1	0
LINC02472	105374561
PCDH7	5099
AC097716.1	0
LINC02497	102723778
AC104071.1	0
LINC02501	105374565
LINC02506	102723828
LINC02353	101927363
AC097535.1	0
AC016687.3	0
AC016687.2	0
LINC02484	105374394
AC093689.1	0
ARAP2	116984
AC104078.1	0
DTHD1	401124
AC104078.2	0
LINC02505	105374400
AL136537.1	0
NWD2	57495
C4orf19	55286
AC027607.1	0
RELL1	768211
PGM2	55276
TBC1D1	23216
PTTG2	10744
AC098680.1	0
LINC02513	105374410
LINC01258	101928776
LINC01259	106144599
LINC02278	105374411
AC021860.1	0
KLF3	51274
TLR10	81793
TLR1	7096
TLR6	10333
FAM114A1	92689
TMEM156	80008
KLHL5	51088
AC079921.1	0
AC079921.2	0
WDR19	57728
RFC1	5981
KLB	152831
RPL9	6133
LIAS	11019
UGDH	7358
UGDH-AS1	100885776
SMIM14	201895
AC108471.2	0
UBE2K	3093
PDS5A	23244
N4BP2	55728
RHOH	399
AC095057.2	0
LINC02265	101060498
CHRNA9	55584
RBM47	54502
AC098869.2	0
NSUN7	79730
APBB2	323
AC131953.1	0
UCHL1-AS1	101410542
UCHL1	7345
LIMCH1	22998
AC105389.2	0
PHOX2B	8929
AC105389.3	0
AC105389.1	0
LINC00682	101927074
AC108210.1	0
TMEM33	55161
DCAF4L1	285429
AC106052.1	0
SLC30A9	10463
BEND4	389206
AC111006.1	0
AC024022.1	0
SHISA3	152573
ATP8A1	10396
AC096734.2	0
AC096734.1	0
GRXCR1	389207
AC111198.1	0
LINC02383	105374436
AC110799.1	0
LINC02475	100506827
KCTD8	386617
YIPF7	285525
GUF1	60558
GNPDA2	132789
AC096586.2	0
AC096586.1	0
AC108467.1	0
GABRG1	2565
GABRA2	2555
AC095060.1	0
COX7B2	170712
GABRA4	2557
GABRB1	2560
COMMD8	54951
ATP10D	57205
AC107398.2	0
CORIN	10699
AC107068.2	0
AC107068.1	0
NFXL1	152518
NIPAL1	152519
CNGA1	1259
TXK	7294
TEC	7006
SLAIN2	57606
SLC10A4	201780
ZAR1	326340
FRYL	285527
OCIAD1	54940
OCIAD1-AS1	100861517
OCIAD2	132299
CWH43	80157
DCUN1D4	23142
AC027271.1	0
LRRC66	339977
SGCB	6443
LINC02480	105377652
SPATA18	132671
USP46	64854
USP46-AS1	643783
AC104066.2	0
ERVMER34-1	100288413
LINC01618	152578
RASL11B	65997
SCFD2	152579
AC023154.1	0
FIP1L1	81608
AC058822.1	0
LNX1	84708
LNX1-AS1	100873939
AC110792.3	0
CHIC2	26511
AC110792.2	0
GSX2	170825
PDGFRA	5156
LINC02283	105377656
AC098587.1	0
AC098868.1	0
LINC02260	339978
KIT	3815
AC097494.1	0
LINC02358	107986226
AC111194.1	0
AC111194.2	0
KDR	3791
SRD5A3	79644
AC069200.1	0
TMEM165	55858
CLOCK	9575
AC024243.1	0
PDCL2	132954
NMU	10874
EXOC1L	644145
EXOC1	55763
CEP135	9662
KIAA1211	57482
AASDH	132949
AC068620.1	0
PPAT	5471
AC068620.2	0
PAICS	10606
SRP72	6731
ARL9	132946
THEGL	100506564
HOPX	84525
SPINK2	6691
REST	5978
AC069307.1	0
NOA1	84273
POLR2B	5431
IGFBP7	3490
IGFBP7-AS1	255130
AC105390.1	0
LINC02380	101928851
AC013724.1	0
AC107396.1	0
AC093725.2	0
AC093725.1	0
LINC02494	105377671
AC019133.1	0
AC017091.1	0
LINC02429	105377247
AC097501.2	0
AC108517.1	0
AC096588.1	0
AC093857.1	0
LINC02496	105377248
LINC02271	105377249
ADGRL3	23284
AC020741.1	0
ADGRL3-AS1	101927186
AC097491.1	0
AC093730.1	0
TECRL	253017
LINC02232	401134
EPHA5	2044
EPHA5-AS1	100144602
AC104137.1	0
AC097110.1	0
AC116049.2	0
AC096721.1	0
AC104806.2	0
CENPC	1060
STAP1	26228
UBA6	55236
UBA6-AS1	550112
GNRHR	2798
TMPRSS11D	9407
TMPRSS11A	339967
TMPRSS11F	389208
TMPRSS11B	132724
YTHDC1	91746
TMPRSS11E	28983
UGT2B17	7367
UGT2B15	7366
UGT2B10	7365
AC021146.12	0
UGT2A3	79799
UGT2B7	7364
AC111000.4	0
UGT2B11	10720
UGT2B28	54490
UGT2B4	7363
UGT2A1	10941
UGT2A2	574537
SULT1B1	27284
AC108941.2	0
SULT1E1	6783
CSN1S1	1446
CSN2	1447
STATH	6779
HTN3	3347
HTN1	3346
PRR27	401137
ODAM	54959
FDCSP	260436
CSN3	1448
CABS1	85438
SMR3A	26952
SMR3B	10879
OPRPN	58503
MUC7	4589
AMTN	401138
AMBN	258
ENAM	10117
JCHAIN	3512
UTP3	57050
AC009570.1	0
RUFY3	22902
GRSF1	2926
MOB1B	92597
DCK	1633
SLC4A4	8671
GC	2638
AC068721.1	0
NPFFR2	10886
ADAMTS3	9508
AC095056.1	0
COX18	285521
ANKRD17	26057
AC053527.1	0
ALB	213
AFP	174
AFM	173
LINC02499	728040
RASSF6	166824
AC112518.1	0
CXCL8	3576
CXCL6	6372
PF4V1	5197
CXCL1	2919
PF4	5196
PPBP	5473
CXCL5	6374
CXCL3	2921
CXCL2	2920
MTHFD2L	441024
AC093677.2	0
EPGN	255324
EREG	2069
AC021180.1	0
AREG	374
AC239584.1	0
BTC	685
PARM1	25849
AC110760.2	0
AC110760.1	0
LINC02562	105377283
AC025244.1	0
AC025244.2	0
LINC02483	441025
AC096759.1	0
AC096759.2	0
RCHY1	25898
THAP6	152815
ODAPH	152816
CDKL2	8999
G3BP2	9908
USO1	8615
AC110615.1	0
PPEF2	5470
NAAA	27163
SDAD1	55153
AC112719.2	0
CXCL9	4283
ART3	419
CXCL10	3627
CXCL11	6373
NUP54	53371
SCARB2	950
FAM47E	100129583
